question_id,subject_code,exam_year,exam_session,question_text,mapped_l1_code,mapped_l1_name,mapped_l2_code,mapped_l2_name,mapped_l3_code,mapped_l3_name,mapping_depth,confidence,mapping_reason,keywords,needs_review
A1-089,A1,115,第一次,某企業評估於不同業務場景導入機器學習技術。下列哪一項應用情境與機器學習類型的搭配最為適當？,L11,人工智慧基礎概論,L113,機器學習概念,L11301,機器學習基本原理,L3,0.89,命中 機器學習基本原理 的明確關鍵詞,"Supervised Learning,Unsupervised Learning,監督式學習,非監督式學習",FALSE
A1-090,A1,115,第一次,某製造業公司建置機器學習模型，用於預測產品是否為瑕疵品。實際生產資料中，瑕疵品比例極低，大多數樣本皆為正常品。模型測試時發現，即使模型多數預測為正常品，仍可獲得很高的整體準確率。在此情境下，若希望更有效衡量模型對瑕疵品的辨識能力，下列何者較適合作為主要評估指標？,L11,人工智慧基礎概論,L113,機器學習概念,L11301,機器學習基本原理,L3,0.7,多數線索指向 機器學習基本原理,"F1,評估指標",FALSE
A1-091,A1,115,第一次,在大型語言模型（LLM）的效能優化中，Flash Attention 常被用來改善 Transformer注意力機制的運算效率。關於 Flash Attention 的主要效益，下列敘述何者最正確？,L11,人工智慧基礎概論,L114,鑑別式 AI 與生成式 AI 概念,L11402,鑑別式AI與生成式AI的整合應用,L3,0.85,命中 鑑別式AI與生成式AI的整合應用 的明確關鍵詞,Flash Attention,FALSE
A1-092,A1,115,第一次,某企業建置基於檢索增強生成（RAG）的法遵知識輔助系統，用於整合法規條文、內控制度與歷史函釋文件。系統運行後發現，每當法規更新或新增解釋文件時，需重新建立完整索引，導致更新期間系統暫停服務，且部分回應偶有引用舊版內容的情形。若希望在兼顧查詢效率的同時提升知識更新彈性與系統穩定性，下列何者最適合？,L11,人工智慧基礎概論,L114,鑑別式 AI 與生成式 AI 概念,L11402,鑑別式AI與生成式AI的整合應用,L3,0.94,命中 鑑別式AI與生成式AI的整合應用 的明確關鍵詞,"RAG,檢索增強生成",FALSE
A1-093,A1,115,第一次,關於機器學習不同的學習模式，下列敘述何者錯誤？1. 監督式學習（Supervised Learning）透過已標註資料學習輸入與目標之間的對應關係，常見任務包含分類與數值預測。2. 非監督式學習（Unsupervised Learning）雖不需標註資料，但通常需預先定義每筆資料的正確輸出類別以利模型收斂。3. 半監督式學習（Semi-supervised Learning）在訓練過程中僅利用未標註資料進行特徵學習，並不涉及標註資料。4. 自監督式學習（Self-supervised Learning）的訓練方式與監督式學習相同，皆需人工逐筆提供標註資料。5. 強化式學習（Reinforcement Learning）透過與環境互動並依據回饋訊號調整策略，以優化決策行為。6. 自監督式學習（Self-supervised Learning）通常利用資料本身產生訓練目標，以降低對人工標註資料的依賴。,L11,人工智慧基礎概論,L113,機器學習概念,L11301,機器學習基本原理,L3,0.95,命中 機器學習基本原理 的明確關鍵詞,"Reinforcement Learning,Self-supervised,Supervised Learning,Unsupervised Learning,半監督式,學習模式",FALSE
A1-094,A1,115,第一次,某零售業者建立顧客行為預測模型，資料集中包含「年消費金額」、「平均單筆交易金額」及「會員年資」等數值型特徵。資料分析顯示，部分金額特徵呈現高度偏態分布，少數樣本的數值顯著高於多數觀測值。為降低極端值對模型學習穩定性的影響，下列哪一種特徵工程方法最適合？,L11,人工智慧基礎概論,L112,資料處理與分析概念,L11202,資料整理與分析流程,L3,0.95,命中 資料整理與分析流程 的明確關鍵詞,"Binning,Log Transform,One-hot,區間化,對數轉換,極端值",FALSE
A1-095,A1,115,第一次,某團隊訓練深層神經網路模型時，發現訓練誤差長時間幾乎未下降，模型參數更新幅度極小，呈現學習停滯現象。若研判問題與梯度傳遞效率有關，下列何者最適合的改善策略？,L11,人工智慧基礎概論,L113,機器學習概念,,,L2,0.6,題意涵蓋 機器學習概念 多項主題，難判斷單一第三層,"啟動函數,學習停滯,梯度傳遞,深層神經網路,神經網路",FALSE
A1-096,A1,115,第一次,某市政府建置城市治理資料平台，需整合交通車流偵測資料、路口監視器影像，以及民眾透過陳情系統提交的文字通報。由於各類資料格式、儲存方式與資料型態差異甚大，導致資料清理與整合成本顯著增加。就大數據特性而言，此專案最主要面臨下列哪一項挑戰？,L11,人工智慧基礎概論,L112,資料處理與分析概念,L11201,資料基本概念與來源,L3,0.95,命中 資料基本概念與來源 的明確關鍵詞,"Variety,Velocity,Veracity,Volume,大數據特性,資料平台，需整合",FALSE
A1-097,A1,115,第一次,某企業規劃導入 AI 技術支援多項資料分析任務中，下列何種屬於結構化預測（Structured Prediction）問題？,L11,人工智慧基礎概論,L111,人工智慧概念,L11101,AI的定義與分類,L3,0.7,多數線索指向 AI的定義與分類,結構化預測,FALSE
A1-098,A1,115,第一次,"某物流公司想導入 AI 以提升營運效率，評估不同資料型態與模型架構。下列哪一種應用情境最適合採用卷積神經網路（Convolutional Neural Network, CNN）作為主要模型架構？",L11,人工智慧基礎概論,L113,機器學習概念,L11302,常見的機器學習模型,L3,0.95,命中 常見的機器學習模型 的明確關鍵詞,"CNN,Convolutional Neural,卷積神經網路,神經網路",FALSE
A1-099,A1,115,第一次,某 AI 科技公司在工業缺陷檢測領域已有成熟的辨識產品經驗。現欲與新客戶合作開發一項類似產品的表面瑕疵檢測系統，但因新產品量產不久，標註樣本極為稀少且專家標註成本高昂。在不大幅增加標註預算的前提下，下列哪一種做法最能利用該公司既有的技術優勢來提升模型表現？,L11,人工智慧基礎概論,L113,機器學習概念,L11302,常見的機器學習模型,L3,0.7,多數線索指向 常見的機器學習模型,"Transfer Learning,遷移學習,預訓練模型",FALSE
A1-100,A1,115,第一次,某醫院使用機器學習模型篩檢癌症患者。模型預測結果會決定哪些病人需要進一步檢查。院方非常重視盡量找出所有可能的癌症患者，即希望降低漏診（Missed Diagnosis）風險，即便這可能增加一些誤判。下列哪一個評估指標最能反映模型找出癌症患者的能力？,L11,人工智慧基礎概論,L113,機器學習概念,L11301,機器學習基本原理,L3,0.95,命中 機器學習基本原理 的明確關鍵詞,"AUC,Precision,ROC,Recall,假陽性,召回率",FALSE
A2-051,A2,115,第一次,某零售企業導入生成式 AI 商品推薦系統。測試結果顯示，在購物行為、偏好設定與價格區間相同的情況下，不同客戶族群收到的推薦商品類型仍出現明顯差異，且差異方向不易以既有行銷策略解釋。若在模型架構與推論設定皆未調整情形下，專案目標是優先降低可能的模型偏差風險，下列何者最合理？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12303,生成式AI風險管理,L3,0.7,多數線索指向 生成式AI風險管理,偏差,FALSE
A2-052,A2,115,第一次,"在進行大型語言模型 (LLM) 企業專屬知識的 Fine-tuning 時，若內部 GPU 運算資源與記憶體嚴重受限，下列哪一種參數高效微調（PEFT, Parameter Efficient Fine-Tuning）技術最能在維持模型效能的前提下，顯著降低需更新的參數數量？",L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.95,命中 生成式AI導入規劃 的明確關鍵詞,"Fine-tuning,PEFT,低秩適配,微調,梯度凍結,知識蒸餾",FALSE
A2-053,A2,115,第一次,某企業規劃透過 Low-Code 平台建置可視化儀表板，以支援營運數據的即時監控與分析判讀。若企業特別關注儀表板顯示結果的穩定性與分析可信度，下列何者最應優先確認？,L12,生成式 AI 應用與規劃,L121,No code / Low code 概念,L12101,No Code / Low Code的基本概念,L3,0.95,命中 No Code / Low Code的基本概念 的明確關鍵詞,"Low-Code,Low-Code 平台,可視化儀表板",FALSE
A2-054,A2,115,第一次,某企業導入生成式 AI 客服系統後發現，系統整體運作穩定，且在單位時間內可處理大量對話請求。部分使用者仍反映在互動過程中回覆出現卡頓感，經初步排除網路連線與前端介面效能問題後，若專案團隊希望針對此現象進行效能測試，下列何者最符合測試重點？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12301,生成式AI導入評估,L3,0.89,命中 生成式AI導入評估 的明確關鍵詞,"單次互動回覆,效能測試,處理量",FALSE
A2-055,A2,115,第一次,某企業導入生成式 AI 系統，希望自動產出客服回覆與內部文件摘要。系統需能理解使用者輸入的完整語句內容，並在回覆中維持語意連貫，即使對話內容較長仍能保持上下文一致性。基於上述需求，下列何種模型架構最為適合？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.7,多數線索指向 生成式AI導入規劃,語意連貫,FALSE
A2-056,A2,115,第一次,OpenAI 已為 Sora 生成的影片提供多種出處證明機制，以降低誤導性或欺騙性內容帶來的風險。下列何者不屬於目前 OpenAI 官方為 Sora 內容提供的出處證明工具？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12201,生成式AI應用領域與常見工具,L3,0.95,命中 生成式AI應用領域與常見工具 的明確關鍵詞,"C2PA,OpenAI,Sora,內嵌的 C2PA,出處證明,浮水印",FALSE
A2-057,A2,115,第一次,某企業導入 No-Code/Low-Code 平台，讓各部門能自行建立資料分析與流程應用。隨著使用範圍擴大，管理層開始關注資料權限、存取紀錄與合規要求。依資料治理觀點，下列何者最合理描述此類平台對企業治理機制的典型影響？,L12,生成式 AI 應用與規劃,L121,No code / Low code 概念,L12101,No Code / Low Code的基本概念,L3,0.95,命中 No Code / Low Code的基本概念 的明確關鍵詞,"Low-Code,Low-Code 平台,No-Code,No-Code/Low-Code",FALSE
A2-058,A2,115,第一次,某製造企業規劃於設備端建置邊緣運算（Edge Computing）架構，並以 No-Code/Low-Code 平台開發即時監控應用。測試顯示，系統在雲端環境執行順暢，但部署至邊緣裝置後出現回應延遲與效能下降。依此情境判斷，下列何者最合理解釋該現象？,L12,生成式 AI 應用與規劃,L121,No code / Low code 概念,,,L2,0.6,題意涵蓋 No code / Low code 概念 多項主題，難判斷單一第三層,"Edge Computing,Low-Code,Low-Code 平台,No-Code,No-Code/Low-Code",FALSE
A2-059,A2,115,第一次,某企業使用生成式 AI 進行文字分類，初期僅根據既有業務資料設計少量樣本提示（Few-shot Prompting）。當模型應用至新市場資料時，團隊發現分類結果明顯不穩定，且原先提供的範例並未涵蓋新市場常見的表達方式。依此情境判斷，下列何者最可能為主要原因？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12202,如何善用生成式AI工具,L3,0.91,命中 如何善用生成式AI工具 的明確關鍵詞,"Few-shot,Prompt,引導模型",FALSE
A2-060,A2,115,第一次,"某企業建置檢索增強生成（Retrieval-augmented generation, RAG）系統支援內部知識查詢。隨著使用量提升，團隊發現模型回覆品質穩定，但推論延遲與運算成本逐漸增加。專案規劃在維持回覆品質前提下進行效能優化。在此情境下，若採用知識蒸餾（Knowledge Distillation），下列敘述何者最為合理？",L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.95,命中 生成式AI導入規劃 的明確關鍵詞,"RAG,檢索增強生成,知識蒸餾",FALSE
A2-061,A2,115,第一次,某零售企業規劃提升門市數據應用能力，目標包括：門市主管可自行調整分析畫面與檢視指標呈現，以及由行銷部門建立銷售預測模型，以支援補貨與促銷規劃。企業在選型時以工具的主要功能定位與典型用途作為評估依據。依此需求判斷，下列哪一項 AI 工具使用規劃最合理？,L12,生成式 AI 應用與規劃,L121,No code / Low code 概念,L12101,No Code / Low Code的基本概念,L3,0.65,門市自助分析畫面屬 No-Code/Low-Code 基本應用,"調整分析畫面,門市主管",FALSE
A2-062,A2,115,第一次,"下列何者最能正確說明 Model Context Protocol（MCP）與檢索增強生成（Retrieval-Augmented Generation, RAG）在功能定位上的主要差異？",L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.95,命中 生成式AI導入規劃 的明確關鍵詞,"MCP,Model Context Protocol,RAG,檢索增強生成",FALSE
A2-063,A2,115,第一次,某企業建置文件型知識查詢系統，將大量長篇內部文件轉換為可供生成式 AI 使用的知識來源。在測試過程中，團隊發現若直接以整份文件進行檢索，模型回覆常包含無關內容，且引用段落不夠精準。團隊評估後，決定導入 Chunking 機制的主要目的為何？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.85,文件分塊 / 切分屬導入規劃中的索引設計,"文件切分,RAG",FALSE
A2-064,A2,115,第一次,某企業導入大型語言模型（LLM）分析內部報表，使用者經常提供 Excel 匯出的表格資料（如銷售數據與統計表）。測試時發現，模型對原始表格解析效果不穩定。為提升模型理解與回應品質，下列哪一種上下文工程（Context Engineering）作法較為適當？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.95,命中 生成式AI導入規劃 的明確關鍵詞,"Excel 匯出的表格,表格資料",FALSE
A2-065,A2,115,第一次,在生成式 AI 應用設計中，情境感知代理（Context-aware Agent）的核心特性為何？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.95,命中 生成式AI導入規劃 的明確關鍵詞,"Context-aware Agent,情境感知代理",FALSE
A2-066,A2,115,第一次,某企業建置 Agentic AI 系統處理跨部門複雜任務，團隊以解決方案圖譜（Solution Graph）作為規劃框架。下列何者為 Solution Graph 的主要功能？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.95,命中 生成式AI導入規劃 的明確關鍵詞,"Agentic AI,Solution Graph,解決方案圖譜",FALSE
A2-067,A2,115,第一次,某企業提供大型語言模型（LLM）API 服務，需支援高併發請求與流量波動，同時要求服務不中斷並具備故障容忍能力。若以高可用性與可擴展性為主要設計原則，下列哪一種部署方式較為適當？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.95,命中 生成式AI導入規劃 的明確關鍵詞,"可擴展,故障容忍,流量波動,高併發,高可用",FALSE
A2-068,A2,115,第一次,關於 ChatGPT、Anthropic Claude、GitHub Copilot 等 AI 程式碼輔助工具的運作原理，下列敘述何者正確？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12201,生成式AI應用領域與常見工具,L3,0.95,命中 生成式AI應用領域與常見工具 的明確關鍵詞,"ChatGPT,Copilot,GitHub Copilot",FALSE
A2-069,A2,115,第一次,某新創公司採用 MVP（Minimum Viable Product）策略，導入 Vibe Coding 以加速開發，雖然初期能快速產出可運作功能，但技術主管提醒，在正式上線前仍可能存在程式碼品質與安全風險。下列哪一項措施最合理，以降低品質與安全問題？,L12,生成式 AI 應用與規劃,L121,No code / Low code 概念,L12102,No Code / Low Code的優勢與限制,L3,0.7,Vibe Coding 在 MVP 階段限制屬 NCLC 優勢與限制,"Vibe Coding,MVP",FALSE
A2-070,A2,115,第一次,在規劃生成式 AI 解決方案時，下列何種應用場景最適合採用 GPT-Realtime 類型模型？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12201,生成式AI應用領域與常見工具,L3,0.7,GPT-Realtime 屬常見工具與應用場景,GPT-Realtime,FALSE
A2-071,A2,115,第一次,關於 2025 年 OpenAI 提供的 AgentKit，下列何者最能描述其主要用途？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12201,生成式AI應用領域與常見工具,L3,0.85,AgentKit 為 OpenAI 工具，屬常見工具範疇,"AgentKit,OpenAI",FALSE
A2-072,A2,115,第一次,所有在 Gemini 應用程式透過 Veo 生成的影片，皆採用何種技術措施來協助企業用戶應對 AI 生成內容可能帶來的不實資訊風險？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12201,生成式AI應用領域與常見工具,L3,0.7,多數線索指向 生成式AI應用領域與常見工具,"浮水印,生成的影片",FALSE
A2-073,A2,115,第一次,某保險公司想建立智慧理賠系統，包含兩個功能：(1)自動判斷理賠案件是否為詐欺案件 (2)自動生成理賠調查報告。請問這兩個功能分別屬於哪種 AI 技術類型？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12201,生成式AI應用領域與常見工具,L3,0.55,詐欺判斷+報告生成屬鑑別/生成式應用案例對比，A2 最近項,"詐欺判斷,報告生成",FALSE
A2-074,A2,115,第一次,"某大型製造工廠導入生成式 AI 系統來優化能源消耗，每日需處理約 10 萬筆設備數據並生成能源優化建議。系統每月 API 調用成本約 15 萬元，內部維護人力成本8 萬元，基礎設施成本 5 萬元。該工廠評估導入效益時，下列哪一項總體擁有成本（Total Cost of Ownership, TCO）分析最完整？",L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12301,生成式AI導入評估,L3,0.75,API 月成本評估屬導入評估,"API,成本",FALSE
A2-075,A2,115,第一次,"某機構計畫導入生成式 AI 旅遊資訊服務對話系統自動生成多語言對話。目前每月需人工翻譯 600 則訊息，每則成本 50 元；若改用 ChatGPT API，每則訊息需 2000 Tokens，而 Token 成本 0.8 元/1000 Tokens，但需額外投入系統整合費用 20 萬元。關於投資報酬率（Return on Investment, ROI）評估，下列何者最為正確？",L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12201,生成式AI應用領域與常見工具,L3,0.7,多數線索指向 生成式AI應用領域與常見工具,ChatGPT,FALSE
A2-076,A2,115,第一次,某支付平台為了強化洗錢行為檢測，計劃導入生成式 AI 技術來輔助分析可疑交易模式。該平台擁有大量歷史交易記錄和已知洗錢案例資料，希望 AI 能自動生成可疑交易的特徵描述報告。下列哪一種生成式 AI 技術最適合此需求？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.7,多數線索指向 生成式AI導入規劃,"RAG,檢索增強生成",FALSE
A2-077,A2,115,第一次,某紡織公司希望建立自動化品質檢測流程，既有的 AI 系統檢測到布料瑕疵時，需自動拍照存檔、發送通知給品管人員。該公司具有一定開發人力，希望快速建置此工作流程，並保有彈性調整空間，下列哪一種解決方案最適合？,L12,生成式 AI 應用與規劃,L121,No code / Low code 概念,L12101,No Code / Low Code的基本概念,L3,0.7,多數線索指向 No Code / Low Code的基本概念,快速建置此工作流程,FALSE
A2-078,A2,115,第一次,某市政府交通局計劃導入生成式 AI 技術來自動生成公車到站時間預測的文字報告，每日需處理約 50 萬筆交通資料並生成 1000 份報告。在評估導入成本時，團隊希望進行 Token Economics 分析（指模型推理與生成過程中，Token 使用量及其費用）。下列何者不屬於 Token Economics 的考量範圍？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12301,生成式AI導入評估,L3,0.95,命中 生成式AI導入評估 的明確關鍵詞,"導入成本,評估導入成本",FALSE
A2-079,A2,115,第一次,某農業合作社希望建立一套自動化工作流程，當農民透過手機 APP 回報田間病蟲害照片時，系統能自動通知相關專家、建立案件紀錄並排程現場訪查。該合作社IT 資訊人力有限，僅有一位具備基礎程式概念的人員。下列哪一種開發方式最適合此需求？,L12,生成式 AI 應用與規劃,L121,No code / Low code 概念,L12101,No Code / Low Code的基本概念,L3,0.92,命中 No Code / Low Code的基本概念 的明確關鍵詞,"Low-Code,Low-Code 平台,No-Code,自動化工作流程",FALSE
A2-080,A2,115,第一次,某市政府環保局想建立一個垃圾分類查詢系統，讓民眾輸入物品名稱後自動判斷分類。由於垃圾種類繁多，但每種分類的訓練範例有限，工程師決定採用少樣本學習（Few-shot Learning）技術。下列何者為少樣本學習（Few-shot Learning）的主要特徵？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12202,如何善用生成式AI工具,L3,0.87,命中 如何善用生成式AI工具 的明確關鍵詞,"Few-shot,引導模型",FALSE
A2-081,A2,115,第一次,某有機農場累積了十年的病蟲害防治紀錄文件，包含不同作物的病害症狀描述、防治方法和效果評估。農場主人希望建立一個 AI 助手，能根據農民描述的作物症狀，快速提供相關的防治建議和歷史案例。下列哪一種技術最適合解決這個需求？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12202,如何善用生成式AI工具,L3,0.7,多數線索指向 如何善用生成式AI工具,"Few-shot,提示詞",FALSE
A2-082,A2,115,第一次,隨著企業加速導入 AI，No-Code/Low-Code 平台逐漸成為模型開發與產品化的常見工具。相較於傳統自行撰寫程式的建模流程，下列何者最能正確描述此類平台在模型訓練機制上的典型特性？,L12,生成式 AI 應用與規劃,L121,No code / Low code 概念,L12101,No Code / Low Code的基本概念,L3,0.95,命中 No Code / Low Code的基本概念 的明確關鍵詞,"Low-Code,Low-Code 平台,No-Code,No-Code/Low-Code",FALSE
A2-083,A2,115,第一次,某醫療院所希望改善行政效率，規劃讓各科室人員可自行建立行政回報與內部申請表單，並導入 AI 功能以自動判讀與分類填寫內容（如問題類型或需求性質），同時需兼顧流程調整彈性與降低系統開發維運負擔。下列哪一種技術組合最適合？,L12,生成式 AI 應用與規劃,L121,No code / Low code 概念,L12101,No Code / Low Code的基本概念,L3,0.7,多數線索指向 No Code / Low Code的基本概念,"Low-Code,Low-Code 平台,No-Code",FALSE
A2-084,A2,115,第一次,某企業導入 No-Code/Low-Code 平台開放各部門自行開發應用。半年後發現：出現多個功能相近系統、資料欄位定義不一致，且部分應用未經審核即上線，並伴隨權限與維運管理混亂。下列何者最可能為根本問題？,L12,生成式 AI 應用與規劃,L121,No code / Low code 概念,L12101,No Code / Low Code的基本概念,L3,0.95,命中 No Code / Low Code的基本概念 的明確關鍵詞,"Low-Code,Low-Code 平台,No-Code,No-Code/Low-Code",FALSE
A2-085,A2,115,第一次,在生成式 AI 文字生成模型設計中，Encoder–Decoder 與 Decoder-only 為常見架構。下列何者最能正確說明兩者在資訊處理與生成機制上的核心差異？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.95,命中 生成式AI導入規劃 的明確關鍵詞,"Decoder-only,Encoder–Decoder",FALSE
A2-086,A2,115,第一次,某連鎖零售企業使用生成式 AI 協助規劃門市補貨策略。決策時需同時考量多項彼此相關的因素，例如：庫存水位、促銷活動、區域銷售差異與物流限制。專案團隊發現，AI 雖能逐步說明推論過程，但對於多條件之間的相互影響掌握不足，導致建議結果偶有偏差。若希望透過提示工程（Prompt Engineering）改善此問題，下列哪一種策略最為適合？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12202,如何善用生成式AI工具,L3,0.95,命中 如何善用生成式AI工具 的明確關鍵詞,"Chain of Thought,Prompt,Prompt Engineering,Zero-shot,提示工程",FALSE
A2-087,A2,115,第一次,某電商平台導入生成式 AI 客服助理，用於自動回覆顧客詢問。營運需求包含：需即時反映每日更新的促銷活動與商品資訊，同時維持品牌一致的回覆語氣，且企業希望避免因模型重新訓練所造成的成本增加與系統不穩定。在此情境下，下列哪一種技術策略最合理？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.85,RAG 即時更新 + Fine-Tuning 風格屬導入規劃,"RAG,Fine-tuning,即時更新",FALSE
A2-088,A2,115,第一次,某企業規劃導入生成式 AI 助理，在正式全面部署前進行概念驗證（PoC），下列何者最不適合作為此階段的主要工作？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12301,生成式AI導入評估,L3,0.95,命中 生成式AI導入評估 的明確關鍵詞,"PoC,概念驗證",FALSE
A2-089,A2,115,第一次,某企業規劃導入生成式 AI 客服系統，需處理顧客查詢並引用歷史交易資料。法遵部門在風險評估中指出，系統若不當處理顧客個人資料，可能引發合規與法律責任。若專案初期希望從資料層面降低敏感資訊暴露風險，下列敘述何者最為合理？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12303,生成式AI風險管理,L3,0.94,命中 生成式AI風險管理 的明確關鍵詞,"合規,法遵",FALSE
A2-090,A2,115,第一次,某企業導入大型語言模型（LLM）進行客服自動化，並已透過 Fine-Tuning 學習企業標準問答範例，但在實務運作中仍出現回應策略未符合服務優先順序及語氣與品牌風格不一致的情況，因此技術團隊建議再導入 Reinforcement Fine-tuning（RFT）機制進行優化，其主要目的為何？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.85,命中 生成式AI導入規劃 的明確關鍵詞,Fine-Tuning,FALSE
A2-091,A2,115,第一次,企業在評估 AI 決策模型是否存在資料分布偏差時，下列何者最屬於偏見檢測（Bias Detection）而非偏見緩解（Bias Mitigation）措施？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12303,生成式AI風險管理,L3,0.95,命中 生成式AI風險管理 的明確關鍵詞,"偏差,偏見,資料分布偏差",FALSE
A2-092,A2,115,第一次,某企業希望利用含敏感資訊的資料進行 AI 模型訓練，但政策要求原始資料不得外洩，且資料可集中於安全環境中處理。同時，企業希望在資料使用過程中，即使資料處於加密狀態，仍能完成模型計算。在此需求下，下列哪一種技術最為適合？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12303,生成式AI風險管理,L3,0.85,命中 生成式AI風險管理 的明確關鍵詞,資料不得外洩,FALSE
A2-093,A2,115,第一次,某金融服務公司規劃導入生成式 AI，在評估模型部署方式時，基於內部控制與治理要求，企業考慮將大型語言模型建置於公司可管理環境，而非直接採用外部雲端服務。下列何者最能合理說明此部署決策的潛在優勢？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12303,生成式AI風險管理,L3,0.7,多數線索指向 生成式AI風險管理,"Hallucination,偏差,幻覺,敏感資料",FALSE
A2-094,A2,115,第一次,某智慧製造廠導入語音互動 AI 助理，作業人員可透過語音查詢設備狀態與操作指引。系統流程包含語音轉文字、語言模型生成回覆，以及即時查詢內部系統資料。測試結果顯示：語音轉文字在專業設備術語上錯誤率偏高；語言模型回覆偶有內容不夠精準；系統整體回應速度略慢但仍在可接受範圍。若專案目標為優先確保正確執行指令，下列改進措施的執行順序何者最合理？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.91,命中 生成式AI導入規劃 的明確關鍵詞,"執行順序,語音轉文字",FALSE
A2-095,A2,115,第一次,"某企業導入生成式 AI 助理，協助內部人員撰寫專案建議與分析報告。團隊希望透過思維鏈（Chain of Thought, CoT）提示設計提升模型輸出的邏輯性與推理透明度，下列何者最符合該提示策略？",L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12202,如何善用生成式AI工具,L3,0.95,命中 如何善用生成式AI工具 的明確關鍵詞,"Chain of Thought,CoT,思維鏈,提示策略",FALSE
A2-096,A2,115,第一次,某金融監理機構規劃導入生成式 AI 以協助內部人員分析申報文件與監理報告，系統需處理大量涉及企業敏感資料與未公開資訊。主管機關明確要求「資料安全與法規遵循必須優先於導入速度與成本考量」。在此條件下，下列哪一種策略最為適當？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12303,生成式AI風險管理,L3,0.95,命中 生成式AI風險管理 的明確關鍵詞,"合規,敏感資料,未公開資訊,法規,監理,資料安全與法規遵循",FALSE
A2-097,A2,115,第一次,某製造企業規劃導入生成式 AI 協助產線異常紀錄分析，系統將根據設備回報與維修紀錄自動產出問題摘要與建議處置說明。在試行測試階段，為降低營運與決策風險，下列何者最應優先驗證？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12301,生成式AI導入評估,L3,0.7,多數線索指向 生成式AI導入評估,試行測試,FALSE
A2-098,A2,115,第一次,某企業將機器學習模型部署於線上推薦系統。模型在測試階段表現良好，但上線數月後，點擊率與預測準確度逐漸下降。經分析發現，近期使用者行為模式與模型訓練期間的資料特徵出現顯著變化。此現象最可能屬於下列何者？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12303,生成式AI風險管理,L3,0.7,多數線索指向 生成式AI風險管理,"特徵出現顯著變化,統計特徵隨時間改變",FALSE
