編號,分類,對應PDF,PDF題號,CSV題號,內容判定,答案判定,溯源判定,題號判定,顯示判定,圖片依賴,內嵌圖片數,差異類型,內容差異明細,其他問題,差異摘要
B2-048,B2,114年第二梯次中級AI應用規劃師第二科大數據處理分析與應用(當次試題公告114_20251226000634.pdf,48,48,FAIL,PASS,PASS,PASS,PASS,是,2,C3 圖片題內容不完整,題幹不符（C3：刪0/增0/改13） | 選項1不符（C3：刪8/增0/改0）,-,"PDF「根據上述結果,下列何者正確?」｜CSV「根據df.describe()結果,下列何者正確?」"
B2-049,B2,114年第二梯次中級AI應用規劃師第二科大數據處理分析與應用(當次試題公告114_20251226000634.pdf,49,49,FAIL,PASS,PASS,PASS,PASS,是,3,C2 內容刪節; C3 圖片題內容不完整,題幹不符（C2：刪38/增1/改26） | 選項2不符（C3：刪4/增0/改0） | 選項3不符（C3：刪2/增0/改0） | 選項4不符（C3：刪4/增0/改0）,-,"PDF「參考下圖計算各變數的遺漏值(NaN)個數結果,下列何者正確?選項A:df.isnull().sum()選項B:df.isNaN().sum()選項C:df.is」｜CSV「計算各變數遺漏值(NaN)個數,下列何者正確?(選項A:isnull(),選項C:isna())」"
B2-050,B2,114年第二梯次中級AI應用規劃師第二科大數據處理分析與應用(當次試題公告114_20251226000634.pdf,50,50,FAIL,PASS,PASS,PASS,PASS,是,3,C2 內容刪節,題幹不符（C2：刪108/增1/改71）,-,"PDF「考慮資料集已經填補遺漏值,參考下圖執行結果,下列何者正確?A:空格1完整語法reg=LinearRegression().fit(y,X)B:空格1完整語法re」｜CSV「考慮迴歸分析程式碼執行結果,下列何者正確?(B:fit(X,y)語法正確;F:截距項係數值為3.5561)」"
B3-001,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,1,1,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-002,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,2,2,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-003,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,3,3,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-004,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,4,4,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-005,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,5,5,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-006,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,6,6,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-007,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,7,7,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-008,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,8,8,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-009,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,9,9,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-010,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,10,10,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-011,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,11,11,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-012,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,12,12,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-013,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,13,13,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-014,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,14,14,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-015,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,15,15,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-016,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,16,16,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-017,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,17,17,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-018,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,18,18,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-019,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,19,19,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-020,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,20,20,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-021,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,21,21,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-022,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,22,22,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-023,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,23,23,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-024,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,24,24,PASS,PASS,PASS,PASS,PASS,是,0,-,完全一致,-,
B3-025,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,25,25,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-026,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,26,26,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-027,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,27,27,FAIL,PASS,PASS,PASS,PASS,否,0,C5 字元層級瑕疵; C6 文字改寫,選項1不符（C5：刪1/增0/改0） | 選項3不符（C6：刪5/增0/改0）,-,"PDF「增加卷積層(ConvolutionalLayer)數量,使網路更深以強化特徵提取」｜CSV「增加卷積層(ConvolutionalLayer)數量,使網路更深以強化特徵提」"
B3-028,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,28,28,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-029,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,29,29,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-030,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,30,30,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-031,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,31,31,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-032,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,32,32,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-033,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,33,33,FAIL,PASS,PASS,PASS,PASS,否,0,C2 內容刪節; C6 文字改寫,題幹不符（C6：刪8/增0/改0） | 選項1不符（C6：刪14/增0/改0） | 選項2不符（C6：刪14/增0/改0） | 選項3不符（C6：刪9/增0/改0） | 選項4不符（C2：刪16/增0/改0）,-,"PDF「某資料科學團隊正在開發一個客戶相似度比對系統,用於計算所有客戶之間的相似度分數.若系統需逐一比對每一位客戶與其他所有客戶的資料組合,此時演算法的時間複雜度最可能」｜CSV「某資料科學團隊正在開發一個客戶相似度比對系統,用於計算所有客戶之間的相似度分數.若系統需逐一比對每一位客戶與其他所有客戶的資料組合,此時演算法的時間複雜度最可能」"
B3-034,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,34,34,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-035,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,35,35,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-036,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,36,36,PASS,PASS,PASS,PASS,PASS,否,0,-,完全一致,-,
B3-037,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,37,37,FAIL,PASS,PASS,PASS,PASS,否,0,C2 內容刪節,選項1不符（C2：刪78/增0/改0） | 選項2不符（C2：刪87/增0/改0） | 選項3不符（C2：刪83/增0/改0） | 選項4不符（C2：刪87/增0/改0）,-,PDF「對稱加密(SymmetricEncryption)+單向雜湊(HashFunction)+非對稱加密(AsymmetricEncryption)+差分隱私(Di」｜CSV「對稱加密+單向雜湊+非對稱加密+差分隱私」
B3-038,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,38,38,FAIL,PASS,PASS,PASS,PASS,是,1,C1 圖片內容以文字補寫,題幹不符（C1：刪0/增35/改0）,-,PDF「附圖程式碼所計算的是哪一類型的評估指標?」｜CSV「附圖程式碼sum((y_true-y_pred)**2)/len(y_true)所計算的是哪一類型的評估指標?」
B3-039,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,39,39,FAIL,PASS,PASS,PASS,PASS,是,1,C1 圖片內容以文字補寫,題幹不符（C1：刪0/增56/改0）,-,"PDF「附圖程式碼實現的是哪一種正則化技術?」｜CSV「附圖程式碼mask=np.random.binomial(1,p,size=x.shape);returnx*mask/p實現的是哪一種正則化技術?」"
B3-040,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,40,40,FAIL,PASS,PASS,PASS,PASS,是,1,C1 圖片內容以文字補寫; C3 圖片題內容不完整,題幹不符（C1：刪0/增5/改13） | 選項2不符（C3：刪7/增0/改0）,-,"PDF「依據附圖程式碼進行資料處理,下列何者正確?」｜CSV「依據附圖Numpy程式碼v1=,v2=,A=[,],下列何者正確?」"
B3-041,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,41,41,FAIL,PASS,PASS,PASS,PASS,是,1,C2 內容刪節; C3 圖片題內容不完整,題幹不符（C3：刪10/增1/改7） | 選項4不符（C2：刪1695/增0/改0）,-,"PDF「考慮擲出骰子並採用MonteCarlo方法估算條件機率,參考附圖程式碼.事件A:擲出偶數事件B:擲出大於3請問下列何者為條件機率P(A∣B)的正確值?」｜CSV「考慮擲出骰子並採用MonteCarlo方法估算條件機率.A=擲出偶數,B=擲出大於3.請問下列何者為條件機率P(A∣B)的正確程式碼?」"
B3-042,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,42,42,FAIL,PASS,PASS,PASS,PASS,是,1,C2 內容刪節,題幹不符（C2：刪67/增0/改11）,-,"PDF「在深度神經網路中,不同層的參數量(parametercount)差異極大.有些層雖然數量少但計算量大,有些則相反.了解參數分佈情形,有助於模型壓縮與遷移學習設計」｜CSV「VGG16模型中,下列哪一層的參數量(parametercount)最多?」"
B3-043,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,43,43,FAIL,PASS,PASS,PASS,PASS,是,1,C2 內容刪節,題幹不符（C2：刪39/增2/改4）,-,"PDF「在神經網路中,了解各層的運算量分佈,有助於模型壓縮與硬體加速的策略設計.請問在VGG16中,下列何者運算量(FLOPs)最多?」｜CSV「VGG16模型中,下列哪一層的運算量(FLOPs)最多?」"
B3-044,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,44,44,FAIL,PASS,PASS,PASS,PASS,是,1,C2 內容刪節,題幹不符（C2：刪74/增2/改0） | 選項1不符（C2：刪61/增0/改0） | 選項2不符（C2：刪27/增0/改1） | 選項3不符（C2：刪70/增0/改0） | 選項4不符（C2：刪27/增0/改0）,-,"PDF「VGG16層數深且結構規則,由多層卷積,池化及全連接層組成.了解各層的輸入/輸出維度,參數量及記憶體需求,有助於掌握CNN模型的組成邏輯與實作技巧.根據VGG1」｜CSV「根據VGG16的模型架構摘要,下列敘述何者正確?」"
B3-045,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,45,45,FAIL,PASS,PASS,PASS,PASS,是,7,C1 圖片內容以文字補寫; C2 內容刪節,題幹不符（C2：刪139/增7/改4） | 選項1不符（C1：刪0/增33/改0） | 選項2不符（C1：刪0/增42/改0） | 選項3不符（C1：刪0/增44/改0） | 選項4不符（C2：刪218/增0/改83）,-,"PDF「在實務應用中,我們常使用遷移學習(transferlearning)技巧,即載入預訓練模型(如VGG16),凍結部分層的參數,只針對特定任務重新訓練最後幾層,這」｜CSV「針對VGG16進行遷移學習,凍結特徵提取層的參數,只針對分類器重新訓練.下列哪段程式碼寫法正確?」"
B3-046,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,46,46,FAIL,PASS,PASS,PASS,PASS,是,3,C2 內容刪節,題幹不符（C2：刪96/增1/改73）,-,"PDF「假設研究人員已將含有雜訊的手寫數字影像存放在變數noisy中.部分資料經視覺化後的外觀如下:他們嘗試使用PCA進行降噪,並希望能保留影像的主要特徵,同時去除影像」｜CSV「使用PCA進行降噪時,若影像仍然含有明顯的雜訊,最可能是哪一段程式碼設定不正確?(原始碼:pca=PCA())」"
B3-047,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,47,47,FAIL,PASS,PASS,PASS,PASS,是,5,C2 內容刪節; C3 圖片題內容不完整,題幹不符（C3：刪12/增0/改157） | 選項1不符（C3：刪9/增0/改0） | 選項2不符（C3：刪3/增0/改0） | 選項3不符（C3：刪3/增0/改0） | 選項4不符（C2：刪134/增0/改0）,-,"PDF「研究人員在對digits資料集進行分類時,決定使用KNN並搭配交叉驗證來評估模型準確率.他們撰寫了四組不同的程式碼來進行KNN訓練與交叉驗證,但不確定哪幾組程式」｜CSV「針對digits資料集進行KNN分類與交叉驗證,哪幾組程式碼能正確執行?(A與C使用accuracy,B與D使用f1)」"
B3-048,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,48,48,FAIL,PASS,PASS,PASS,PASS,是,5,C2 內容刪節,題幹不符（C2：刪123/增17/改114）,-,"PDF「參考下圖程式碼,下列何者正確?A:X_train-=X_train.mean(axis=0)將每個訓練集特徵的平均值調整為0B:X_train/=X_train」｜CSV「參考資料標準化程式碼X-=mean;X/=std,下列敘述何者正確?(A:調整平均值為0;D:防止梯度爆炸)」"
B3-049,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,49,49,FAIL,PASS,PASS,PASS,PASS,是,6,C1 圖片內容以文字補寫,題幹不符（C1：刪3/增9/改65） | 選項1不符（C1：刪0/增7/改0）,-,"PDF「參考下圖執行結果,下列何者正確?」｜CSV「參考KerasModelSummary,Layer1(Dense,10)與Layer2(Dense,10)的參數量(Param#)分別為何?(輸入特徵數為9)」"
B3-050,B3,114年第二梯次中級AI應用規劃師第三科機器學習技術與應用(當次試題公告114_20251226000650.pdf,50,50,FAIL,PASS,PASS,PASS,PASS,是,7,C1 圖片內容以文字補寫,題幹不符（C1：刪4/增46/改55）,-,"PDF「參考下圖執行結果,下列何者正確?A:空格1須填入""b-""B:空格2須填入""b--""C:空格1須填入""r-""D:空格2須填入""r--""E:驗證損失明顯較訓練損失減」｜CSV「參考訓練與驗證損失圖表與程式碼,loss(Train)為藍色實線,val_loss(Validation)為紅色虛線.下列敘述何者正確?(A:空格1填""b-"";」"
A1-051,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,1,51,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=51/PDF=1),
A1-052,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,2,52,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=52/PDF=2),
A1-053,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,3,53,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=53/PDF=3),
A1-054,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,4,54,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=54/PDF=4),
A1-055,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,5,55,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=55/PDF=5),
A1-056,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,6,56,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=56/PDF=6),
A1-057,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,7,57,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=57/PDF=7),
A1-058,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,8,58,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=58/PDF=8),
A1-059,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,9,59,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=59/PDF=9),
A1-060,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,10,60,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=60/PDF=10),
A1-061,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,11,61,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=61/PDF=11),
A1-062,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,12,62,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=62/PDF=12),
A1-063,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,13,63,PASS,PASS,PASS,FAIL,PASS,是,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=63/PDF=13),
A1-064,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,14,64,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=64/PDF=14),
A1-065,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,15,65,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=65/PDF=15),
A1-066,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,16,66,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=66/PDF=16),
A1-067,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,17,67,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=67/PDF=17),
A1-068,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,18,68,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=68/PDF=18),
A1-069,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,19,69,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=69/PDF=19),
A1-070,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,20,70,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=70/PDF=20),
A1-071,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,21,71,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=71/PDF=21),
A1-072,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,22,72,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=72/PDF=22),
A1-073,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,23,73,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=73/PDF=23),
A1-074,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,24,74,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=74/PDF=24),
A1-075,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,25,75,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=75/PDF=25),
A1-076,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,26,76,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=76/PDF=26),
A1-077,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,27,77,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=77/PDF=27),
A1-078,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,28,78,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=78/PDF=28),
A1-079,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,29,79,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=79/PDF=29),
A1-080,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,30,80,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=80/PDF=30),
A1-081,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,31,81,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=81/PDF=31),
A1-082,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,32,82,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=82/PDF=32),
A1-083,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,33,83,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=83/PDF=33),
A1-084,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,34,84,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=84/PDF=34),
A1-085,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,35,85,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=85/PDF=35),
A1-086,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,36,86,PASS,PASS,PASS,FAIL,PASS,是,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=86/PDF=36),
A1-087,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,37,87,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=87/PDF=37),
A1-088,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,38,88,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=88/PDF=38),
A1-089,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,39,89,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=89/PDF=39),
A1-090,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,40,90,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=90/PDF=40),
A1-091,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,41,91,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=91/PDF=41),
A1-092,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,42,92,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=92/PDF=42),
A1-093,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,43,93,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=93/PDF=43),
A1-094,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,44,94,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=94/PDF=44),
A1-095,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,45,95,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=95/PDF=45),
A1-096,A1,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,46,96,PASS,PASS,PASS,FAIL,PASS,否,0,-,完全一致,L2 題號與PDF印刷題號不符(CSV=96/PDF=46),
